source,Variation,location,description,attributes_associated_gene,gene_id,transcript_id,protein_id,mapped_to_accession,attributes_p_value,var_class,most_severe_consequence,consequence_terms,assembly_name,MAF,protein_start,protein_end,amino_acids,evidence,clinical_significance,pmid,pop.gnomad_East_Asian,pop.gnomad_African,pop.gnomad,pop.gnomad_Latino,pop.gnomad_Ashkenazi_Jewish,pop.gnomad_Finnish,pop.gnomad_European_Non_Finnish,pop.gnomad_Other,pop.gnomad_South_Asian,protein_length
ClinVar,rs34270799,4:113358518-113358518,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000503423,ENSP00000421011,HP:0011675,NA,SNP,stop_gained,downstream_gene_variant,GRCh38,0.01,NA,NA,NA,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0.0004645,0.004392,0.01929,0.01258,0.01848,0.02971,0.02713,0.02054,0.008842,1611
ClinVar,rs34270799,4:113358518-113358518,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000508007,NA,HP:0011675,NA,SNP,stop_gained,"intron_variant,non_coding_transcript_variant",GRCh38,0.01,NA,NA,NA,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0.0004645,0.004392,0.01929,0.01258,0.01848,0.02971,0.02713,0.02054,0.008842,NA
ClinVar,rs34270799,4:113358518-113358518,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000612754,ENSP00000482888,HP:0011675,NA,SNP,stop_gained,3_prime_UTR_variant,GRCh38,0.01,NA,NA,NA,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0.0004645,0.004392,0.01929,0.01258,0.01848,0.02971,0.02713,0.02054,0.008842,180
ClinVar,rs34398505,1:162367163-162367163,Cardiac arrhythmia,NOS1AP,ENSG00000198929,ENST00000361897,ENSP00000355133,HP:0011675,NA,SNP,missense_variant,missense_variant,GRCh38,0.005,406,406,A/V,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",uncertain significance,NA,0,0.01481,0.001128,0.0009831,0,0,0.0001347,0.0005482,0,506
ClinVar,rs34398505,1:162367163-162367163,Cardiac arrhythmia,NOS1AP,ENSG00000254706,ENST00000367932,ENSP00000356909,HP:0011675,NA,SNP,missense_variant,upstream_gene_variant,GRCh38,0.005,NA,NA,NA,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",uncertain significance,NA,0,0.01481,0.001128,0.0009831,0,0,0.0001347,0.0005482,0,51
ClinVar,rs34398505,1:162367163-162367163,Cardiac arrhythmia,NOS1AP,ENSG00000239887,ENST00000420220,ENSP00000398035,HP:0011675,NA,SNP,missense_variant,5_prime_UTR_variant,GRCh38,0.005,NA,NA,NA,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",uncertain significance,NA,0,0.01481,0.001128,0.0009831,0,0,0.0001347,0.0005482,0,171
ClinVar,rs34398505,1:162367163-162367163,Cardiac arrhythmia,NOS1AP,ENSG00000198929,ENST00000430120,ENSP00000396713,HP:0011675,NA,SNP,missense_variant,"3_prime_UTR_variant,NMD_transcript_variant",GRCh38,0.005,NA,NA,NA,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",uncertain significance,NA,0,0.01481,0.001128,0.0009831,0,0,0.0001347,0.0005482,0,349
ClinVar,rs34398505,1:162367163-162367163,Cardiac arrhythmia,NOS1AP,ENSG00000198929,ENST00000454693,NA,HP:0011675,NA,SNP,missense_variant,non_coding_transcript_exon_variant,GRCh38,0.005,NA,NA,NA,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",uncertain significance,NA,0,0.01481,0.001128,0.0009831,0,0,0.0001347,0.0005482,0,NA
ClinVar,rs34419050,12:2115345-2115345,Cardiac arrhythmia,CACNA1C,ENSG00000151067,ENST00000327702,ENSP00000329877,HP:0011675,NA,SNP,synonymous_variant,synonymous_variant,GRCh38,0.0118,57,57,D/D,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0.0001457,0.003232,0.02059,0.00892,0.01942,0.01164,0.02647,0.0178,0.03715,2173
ClinVar,rs35336373,4:113335976-113335976,Cardiac arrhythmia,ANK2,ENSG00000145362,ENST00000264366,ENSP00000264366,HP:0011675,NA,SNP,synonymous_variant,synonymous_variant,GRCh38,0.0333,1137,1137,V/V,"Frequency,1000Genomes,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0,0.09946,0.007786,0.005094,0.0003052,4.49E-05,0.0004132,0.00602,0.004516,3924
ClinVar,rs35336373,4:113335976-113335976,Cardiac arrhythmia,ANK2,ENSG00000145362,ENST00000503271,ENSP00000423799,HP:0011675,NA,SNP,synonymous_variant,downstream_gene_variant,GRCh38,0.0333,NA,NA,NA,"Frequency,1000Genomes,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0,0.09946,0.007786,0.005094,0.0003052,4.49E-05,0.0004132,0.00602,0.004516,1114
ClinVar,rs35336373,4:113335976-113335976,Cardiac arrhythmia,ANK2,ENSG00000145362,ENST00000504887,NA,HP:0011675,NA,SNP,synonymous_variant,upstream_gene_variant,GRCh38,0.0333,NA,NA,NA,"Frequency,1000Genomes,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0,0.09946,0.007786,0.005094,0.0003052,4.49E-05,0.0004132,0.00602,0.004516,NA
ClinVar,rs35336373,4:113335976-113335976,Cardiac arrhythmia,ANK2,ENSG00000145362,ENST00000514160,NA,HP:0011675,NA,SNP,synonymous_variant,non_coding_transcript_exon_variant,GRCh38,0.0333,NA,NA,NA,"Frequency,1000Genomes,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0,0.09946,0.007786,0.005094,0.0003052,4.49E-05,0.0004132,0.00602,0.004516,NA
ClinVar,rs35420920,17:8289885-8289885,Cardiac arrhythmia,"RANGRF,SLC25A35",ENSG00000108961,ENST00000226105,ENSP00000226105,HP:0011675,NA,SNP,synonymous_variant,synonymous_variant,GRCh38,0.0012,170,170,Q/Q,"Frequency,1000Genomes,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0,0.0003268,0.002282,0.000268,0.00203,0.005874,0.003312,0.002005,0.0005198,186
ClinVar,rs35420920,17:8289885-8289885,Cardiac arrhythmia,"RANGRF,SLC25A35",ENSG00000125434,ENST00000380067,ENSP00000369407,HP:0011675,NA,SNP,synonymous_variant,synonymous_variant,GRCh38,0.0012,277,277,L/L,"Frequency,1000Genomes,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0,0.0003268,0.002282,0.000268,0.00203,0.005874,0.003312,0.002005,0.0005198,295
ClinVar,rs35420920,17:8289885-8289885,Cardiac arrhythmia,"RANGRF,SLC25A35",ENSG00000108961,ENST00000407006,ENSP00000383940,HP:0011675,NA,SNP,synonymous_variant,3_prime_UTR_variant,GRCh38,0.0012,NA,NA,NA,"Frequency,1000Genomes,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0,0.0003268,0.002282,0.000268,0.00203,0.005874,0.003312,0.002005,0.0005198,146
ClinVar,rs35420920,17:8289885-8289885,Cardiac arrhythmia,"RANGRF,SLC25A35",ENSG00000125434,ENST00000577745,ENSP00000464231,HP:0011675,NA,SNP,synonymous_variant,downstream_gene_variant,GRCh38,0.0012,NA,NA,NA,"Frequency,1000Genomes,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0,0.0003268,0.002282,0.000268,0.00203,0.005874,0.003312,0.002005,0.0005198,300
ClinVar,rs35420920,17:8289885-8289885,Cardiac arrhythmia,"RANGRF,SLC25A35",ENSG00000125434,ENST00000579681,ENSP00000464307,HP:0011675,NA,SNP,synonymous_variant,"3_prime_UTR_variant,NMD_transcript_variant",GRCh38,0.0012,NA,NA,NA,"Frequency,1000Genomes,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0,0.0003268,0.002282,0.000268,0.00203,0.005874,0.003312,0.002005,0.0005198,287
ClinVar,rs35420920,17:8289885-8289885,Cardiac arrhythmia,"RANGRF,SLC25A35",ENSG00000108961,ENST00000580777,NA,HP:0011675,NA,SNP,synonymous_variant,non_coding_transcript_exon_variant,GRCh38,0.0012,NA,NA,NA,"Frequency,1000Genomes,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0,0.0003268,0.002282,0.000268,0.00203,0.005874,0.003312,0.002005,0.0005198,NA
ClinVar,rs35420920,17:8289885-8289885,Cardiac arrhythmia,"RANGRF,SLC25A35",ENSG00000125434,ENST00000581320,NA,HP:0011675,NA,SNP,synonymous_variant,upstream_gene_variant,GRCh38,0.0012,NA,NA,NA,"Frequency,1000Genomes,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0,0.0003268,0.002282,0.000268,0.00203,0.005874,0.003312,0.002005,0.0005198,NA
ClinVar,rs35446871,4:113381478-113381478,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000264366,ENSP00000264366,HP:0011675,NA,SNP,synonymous_variant,downstream_gene_variant,GRCh38,0.0178,NA,NA,NA,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0,0.02566,0.02806,0.02149,0.04927,0.0349,0.03734,0.03359,0.005849,3924
ClinVar,rs35446871,4:113381478-113381478,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000357077,ENSP00000349588,HP:0011675,NA,SNP,synonymous_variant,3_prime_UTR_variant,GRCh38,0.0178,NA,NA,NA,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0,0.02566,0.02806,0.02149,0.04927,0.0349,0.03734,0.03359,0.005849,3957
ClinVar,rs35446871,4:113381478-113381478,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000506344,ENSP00000422888,HP:0011675,NA,SNP,synonymous_variant,synonymous_variant,GRCh38,0.0178,144,144,I/I,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0,0.02566,0.02806,0.02149,0.04927,0.0349,0.03734,0.03359,0.005849,197
ClinVar,rs35530544,4:113367751-113367751,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000264366,ENSP00000264366,HP:0011675,NA,SNP,missense_variant,missense_variant,GRCh38,0.01,3707,3707,L/I,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",pathogenic,NA,0,0.03457,0.002382,0.001102,0,0,7.18E-05,0.001459,0.00013,3924
ClinVar,rs35530544,4:113367751-113367751,Cardiac arrhythmia,ANK2,ENSG00000145362,ENST00000264366,ENSP00000264366,HP:0011675,NA,SNP,missense_variant,missense_variant,GRCh38,0.01,3707,3707,L/I,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0,0.03457,0.002382,0.001102,0,0,7.18E-05,0.001459,0.00013,3924
ClinVar,rs35530544,4:113367751-113367751,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000504415,ENSP00000426994,HP:0011675,NA,SNP,missense_variant,downstream_gene_variant,GRCh38,0.01,NA,NA,NA,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",pathogenic,NA,0,0.03457,0.002382,0.001102,0,0,7.18E-05,0.001459,0.00013,187
ClinVar,rs35530544,4:113367751-113367751,Cardiac arrhythmia,ANK2,ENSG00000145362,ENST00000504415,ENSP00000426994,HP:0011675,NA,SNP,missense_variant,downstream_gene_variant,GRCh38,0.01,NA,NA,NA,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0,0.03457,0.002382,0.001102,0,0,7.18E-05,0.001459,0.00013,187
ClinVar,rs35530544,4:113367751-113367751,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000612754,ENSP00000482888,HP:0011675,NA,SNP,missense_variant,3_prime_UTR_variant,GRCh38,0.01,NA,NA,NA,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",pathogenic,NA,0,0.03457,0.002382,0.001102,0,0,7.18E-05,0.001459,0.00013,180
ClinVar,rs35530544,4:113367751-113367751,Cardiac arrhythmia,ANK2,ENSG00000145362,ENST00000612754,ENSP00000482888,HP:0011675,NA,SNP,missense_variant,3_prime_UTR_variant,GRCh38,0.01,NA,NA,NA,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0,0.03457,0.002382,0.001102,0,0,7.18E-05,0.001459,0.00013,180
ClinVar,rs35728190,4:113363489-113363489,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000264366,ENSP00000264366,HP:0011675,NA,SNP,intron_variant,intron_variant,GRCh38,0.0757,NA,NA,NA,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0.0004062,0.1149,0.0895,0.06032,0.1218,0.1047,0.1161,0.1202,0.03542,3924
ClinVar,rs35728190,4:113363489-113363489,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000504415,ENSP00000426994,HP:0011675,NA,SNP,intron_variant,downstream_gene_variant,GRCh38,0.0757,NA,NA,NA,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0.0004062,0.1149,0.0895,0.06032,0.1218,0.1047,0.1161,0.1202,0.03542,187
ClinVar,rs35728190,4:113363489-113363489,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000508007,NA,HP:0011675,NA,SNP,intron_variant,"intron_variant,non_coding_transcript_variant",GRCh38,0.0757,NA,NA,NA,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0.0004062,0.1149,0.0895,0.06032,0.1218,0.1047,0.1161,0.1202,0.03542,NA
ClinVar,rs36210417,4:113358472-113358472,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000264366,ENSP00000264366,HP:0011675,NA,SNP,missense_variant,missense_variant,GRCh38,0.004,3252,3252,I/T,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0,0.00157,0.008668,0.008732,0.02721,0.005832,0.01074,0.01373,0.004777,3924
ClinVar,rs36210417,4:113358472-113358472,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000394537,ENSP00000378044,HP:0011675,NA,SNP,missense_variant,intron_variant,GRCh38,0.004,NA,NA,NA,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0,0.00157,0.008668,0.008732,0.02721,0.005832,0.01074,0.01373,0.004777,1872
ClinVar,rs36210417,4:113358472-113358472,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000503423,ENSP00000421011,HP:0011675,NA,SNP,missense_variant,downstream_gene_variant,GRCh38,0.004,NA,NA,NA,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0,0.00157,0.008668,0.008732,0.02721,0.005832,0.01074,0.01373,0.004777,1611
ClinVar,rs36210417,4:113358472-113358472,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000508007,NA,HP:0011675,NA,SNP,missense_variant,"intron_variant,non_coding_transcript_variant",GRCh38,0.004,NA,NA,NA,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0,0.00157,0.008668,0.008732,0.02721,0.005832,0.01074,0.01373,0.004777,NA
ClinVar,rs36210417,4:113358472-113358472,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000612754,ENSP00000482888,HP:0011675,NA,SNP,missense_variant,3_prime_UTR_variant,GRCh38,0.004,NA,NA,NA,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0,0.00157,0.008668,0.008732,0.02721,0.005832,0.01074,0.01373,0.004777,180
ClinVar,rs36210421,7:150947340-150947340,Cardiac arrhythmia,KCNH2,ENSG00000055118,ENST00000262186,ENSP00000262186,HP:0011675,NA,SNP,missense_variant,missense_variant,GRCh38,0.009,1047,1047,R/L,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0,0.003943,0.01622,0.004356,0.004164,0.07343,0.02284,0.01294,0.003108,1159
ClinVar,rs36210421,7:150947340-150947340,Cardiac arrhythmia,KCNH2,ENSG00000055118,ENST00000262186,ENSP00000262186,HP:0011675,NA,SNP,missense_variant,missense_variant,GRCh38,0.009,1047,1047,R/H,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0,0.003943,0.01622,0.004356,0.004164,0.07343,0.02284,0.01294,0.003108,1159
ClinVar,rs36210421,7:150947340-150947340,Cardiac arrhythmia,KCNH2,ENSG00000055118,ENST00000430723,ENSP00000387657,HP:0011675,NA,SNP,missense_variant,downstream_gene_variant,GRCh38,0.009,NA,NA,NA,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0,0.003943,0.01622,0.004356,0.004164,0.07343,0.02284,0.01294,0.003108,772
ClinVar,rs369372561,17:8288870-8288870,Cardiac arrhythmia,"RANGRF,SLC25A35",ENSG00000108961,ENST00000226105,ENSP00000226105,HP:0011675,NA,SNP,splice_region_variant,"splice_region_variant,intron_variant",GRCh38,NA,NA,NA,NA,"Frequency,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",uncertain significance,NA,0,6.56E-05,0.0002602,2.98E-05,0,0,0.0005379,0.000365,0,186
ClinVar,rs369372561,17:8288870-8288870,Cardiac arrhythmia,"RANGRF,SLC25A35",ENSG00000125434,ENST00000380067,ENSP00000369407,HP:0011675,NA,SNP,splice_region_variant,3_prime_UTR_variant,GRCh38,NA,NA,NA,NA,"Frequency,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",uncertain significance,NA,0,6.56E-05,0.0002602,2.98E-05,0,0,0.0005379,0.000365,0,295
ClinVar,rs369372561,17:8288870-8288870,Cardiac arrhythmia,"RANGRF,SLC25A35",ENSG00000125434,ENST00000577745,ENSP00000464231,HP:0011675,NA,SNP,splice_region_variant,downstream_gene_variant,GRCh38,NA,NA,NA,NA,"Frequency,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",uncertain significance,NA,0,6.56E-05,0.0002602,2.98E-05,0,0,0.0005379,0.000365,0,300
ClinVar,rs369372561,17:8288870-8288870,Cardiac arrhythmia,"RANGRF,SLC25A35",ENSG00000108961,ENST00000578849,NA,HP:0011675,NA,SNP,splice_region_variant,"splice_region_variant,intron_variant,non_coding_transcript_variant",GRCh38,NA,NA,NA,NA,"Frequency,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",uncertain significance,NA,0,6.56E-05,0.0002602,2.98E-05,0,0,0.0005379,0.000365,0,NA
ClinVar,rs369372561,17:8288870-8288870,Cardiac arrhythmia,"RANGRF,SLC25A35",ENSG00000125434,ENST00000579192,ENSP00000462395,HP:0011675,NA,SNP,splice_region_variant,intron_variant,GRCh38,NA,NA,NA,NA,"Frequency,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",uncertain significance,NA,0,6.56E-05,0.0002602,2.98E-05,0,0,0.0005379,0.000365,0,295
ClinVar,rs369372561,17:8288870-8288870,Cardiac arrhythmia,"RANGRF,SLC25A35",ENSG00000108961,ENST00000580777,NA,HP:0011675,NA,SNP,splice_region_variant,upstream_gene_variant,GRCh38,NA,NA,NA,NA,"Frequency,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",uncertain significance,NA,0,6.56E-05,0.0002602,2.98E-05,0,0,0.0005379,0.000365,0,NA
ClinVar,rs369372561,17:8288870-8288870,Cardiac arrhythmia,"RANGRF,SLC25A35",ENSG00000125434,ENST00000581320,NA,HP:0011675,NA,SNP,splice_region_variant,"intron_variant,non_coding_transcript_variant",GRCh38,NA,NA,NA,NA,"Frequency,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",uncertain significance,NA,0,6.56E-05,0.0002602,2.98E-05,0,0,0.0005379,0.000365,0,NA
ClinVar,rs369372561,17:8288870-8288870,Cardiac arrhythmia,"RANGRF,SLC25A35",ENSG00000125434,ENST00000585311,ENSP00000464191,HP:0011675,NA,SNP,splice_region_variant,"3_prime_UTR_variant,NMD_transcript_variant",GRCh38,NA,NA,NA,NA,"Frequency,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",uncertain significance,NA,0,6.56E-05,0.0002602,2.98E-05,0,0,0.0005379,0.000365,0,291
ClinVar,rs372949028,22:20061684-20061684,Cardiac arrhythmia,TANGO2,ENSG00000183597,ENST00000327374,ENSP00000332721,HP:0011675,NA,SNP,splice_donor_variant,splice_donor_variant,GRCh38,NA,NA,NA,NA,"Frequency,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",pathogenic,NA,0,0,7.49E-05,0.0001285,0,0,0,0,0.0003566,276
ClinVar,rs372949028,22:20061684-20061684,Cardiac arrhythmia,TANGO2,ENSG00000183597,ENST00000399807,ENSP00000382706,HP:0011675,NA,SNP,splice_donor_variant,"splice_donor_variant,NMD_transcript_variant",GRCh38,NA,NA,NA,NA,"Frequency,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",pathogenic,NA,0,0,7.49E-05,0.0001285,0,0,0,0,0.0003566,150
ClinVar,rs372949028,22:20061684-20061684,Cardiac arrhythmia,TANGO2,ENSG00000183597,ENST00000411907,NA,HP:0011675,NA,SNP,splice_donor_variant,downstream_gene_variant,GRCh38,NA,NA,NA,NA,"Frequency,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",pathogenic,NA,0,0,7.49E-05,0.0001285,0,0,0,0,0.0003566,NA
ClinVar,rs372949028,22:20061684-20061684,Cardiac arrhythmia,TANGO2,ENSG00000183597,ENST00000420290,ENSP00000396182,HP:0011675,NA,SNP,splice_donor_variant,intron_variant,GRCh38,NA,NA,NA,NA,"Frequency,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",pathogenic,NA,0,0,7.49E-05,0.0001285,0,0,0,0,0.0003566,107
ClinVar,rs372949028,22:20061684-20061684,Cardiac arrhythmia,TANGO2,ENSG00000183597,ENST00000444651,ENSP00000395816,HP:0011675,NA,SNP,splice_donor_variant,"intron_variant,NMD_transcript_variant",GRCh38,NA,NA,NA,NA,"Frequency,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",pathogenic,NA,0,0,7.49E-05,0.0001285,0,0,0,0,0.0003566,109
ClinVar,rs372949028,22:20061684-20061684,Cardiac arrhythmia,TANGO2,ENSG00000183597,ENST00000462579,NA,HP:0011675,NA,SNP,splice_donor_variant,non_coding_transcript_exon_variant,GRCh38,NA,NA,NA,NA,"Frequency,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",pathogenic,NA,0,0,7.49E-05,0.0001285,0,0,0,0,0.0003566,NA
ClinVar,rs372949028,22:20061684-20061684,Cardiac arrhythmia,TANGO2,ENSG00000183597,ENST00000476940,NA,HP:0011675,NA,SNP,splice_donor_variant,upstream_gene_variant,GRCh38,NA,NA,NA,NA,"Frequency,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",pathogenic,NA,0,0,7.49E-05,0.0001285,0,0,0,0,0.0003566,NA
ClinVar,rs372949028,22:20061684-20061684,Cardiac arrhythmia,TANGO2,ENSG00000183597,ENST00000485715,NA,HP:0011675,NA,SNP,splice_donor_variant,"splice_region_variant,intron_variant,non_coding_transcript_variant",GRCh38,NA,NA,NA,NA,"Frequency,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",pathogenic,NA,0,0,7.49E-05,0.0001285,0,0,0,0,0.0003566,NA
ClinVar,rs372949028,22:20061684-20061684,Cardiac arrhythmia,TANGO2,ENSG00000236540,ENST00000628442,NA,HP:0011675,NA,SNP,splice_donor_variant,"intron_variant,non_coding_transcript_variant",GRCh38,NA,NA,NA,NA,"Frequency,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",pathogenic,NA,0,0,7.49E-05,0.0001285,0,0,0,0,0.0003566,NA
ClinVar,rs3733615,4:113355728-113355728,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000264366,ENSP00000264366,HP:0011675,NA,SNP,synonymous_variant,synonymous_variant,GRCh38,0.2849,2337,2337,Q/Q,"Frequency,HapMap,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0.1208,0.573,0.1816,0.1714,0.2045,0.1259,0.1576,0.2051,0.1477,3924
ClinVar,rs3733615,4:113355728-113355728,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000394537,ENSP00000378044,HP:0011675,NA,SNP,synonymous_variant,intron_variant,GRCh38,0.2849,NA,NA,NA,"Frequency,HapMap,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0.1208,0.573,0.1816,0.1714,0.2045,0.1259,0.1576,0.2051,0.1477,1872
ClinVar,rs3733615,4:113355728-113355728,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000503423,ENSP00000421011,HP:0011675,NA,SNP,synonymous_variant,downstream_gene_variant,GRCh38,0.2849,NA,NA,NA,"Frequency,HapMap,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0.1208,0.573,0.1816,0.1714,0.2045,0.1259,0.1576,0.2051,0.1477,1611
ClinVar,rs3733615,4:113355728-113355728,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000505342,ENSP00000422498,HP:0011675,NA,SNP,synonymous_variant,upstream_gene_variant,GRCh38,0.2849,NA,NA,NA,"Frequency,HapMap,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0.1208,0.573,0.1816,0.1714,0.2045,0.1259,0.1576,0.2051,0.1477,1028
ClinVar,rs3733615,4:113355728-113355728,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000508007,NA,HP:0011675,NA,SNP,synonymous_variant,"intron_variant,non_coding_transcript_variant",GRCh38,0.2849,NA,NA,NA,"Frequency,HapMap,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0.1208,0.573,0.1816,0.1714,0.2045,0.1259,0.1576,0.2051,0.1477,NA
